FID,Shape *,id,geometry_t,geometry_c,geometry_1,geometry_n,latitude,longitude,ri_service,timestamp,cce_availa,category,global_id,name,functional,type,ownership,ward_code,source,ward_name,lga_code,lga_name,state_code,state_name,alternate_,contact_ph,contact_na,cce_quanti,cce_lastup,accessibil
1369,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-5a55,Point,6.981323,11.29688,geometry_type,11.29688,6.981323,Unknown,2018-09-25T14:10:32Z,Unknown,Primary Health Clinic,7fbe8762-9f3e-4587-a209-ebae09073309,Layin Lasan Primary Health Clinic,Unknown,Primary,State Primary HealthCare Development Agency,KD0111,eHA_Polio,Tabanni,19001,Birnin Gwari,KD,Kaduna, , , , , , 
1370,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-5986,Point,7.23319,10.62086,geometry_type,10.62086,7.23319,Unknown,2018-09-25T14:08:10Z,Unknown,Health Post,9ef84cb4-4416-4b1f-8a0d-8a3ec5f7b0f8,Kajari Health Post,Unknown,Primary,State Primary HealthCare Development Agency,KD0205,eHA_Polio,Kunai,19002,Chikun,KD,Kaduna, , , , , , 
1371,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-5871,Point,7.33419,11.05642,geometry_type,11.05642,7.33419,Yes,2018-09-25T14:08:11Z,Unknown,Primary Health Center,cfec3132-a601-425f-9f51-7fc3c4cd6a88,Galadimawa Primary Health Center,Functional,Primary,State Primary HealthCare Development Agency,KD0302,eHA_Polio,Galadimawa,19003,Giwa,KD,Kaduna, , , , , , 
1372,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-5826,Point,7.194275,11.1001,geometry_type,11.1001,7.194275,Unknown,2018-09-25T14:10:50Z,Unknown,Primary Health Clinic,24538360-9746-4e71-a402-7d271c58f872,Doka Primary Health Clinic Doka,Unknown,Primary,State Primary HealthCare Development Agency,KD0305,eHA_Polio,Idasu,19003,Giwa,KD,Kaduna, , , , , , 
1373,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-5810,Point,6.99932,10.81683,geometry_type,10.81683,6.99932,Unknown,2018-09-25T14:08:06Z,Unknown,Primary Health Center,de26ce75-3221-4dc5-a7a4-9a8c8b4cabc7,Layin Hassan Health Center,Unknown,Primary,State Primary HealthCare Development Agency,KD0307,eHA_Polio,Kidandan,19003,Giwa,KD,Kaduna, , , , , , 
1374,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-5798,Point,7.3447,10.67249,geometry_type,10.67249,7.3447,Yes,2018-09-25T14:08:11Z,Unknown,Primary Health Center,89df33ac-cd53-4a0e-a511-cfd7de622fe5,Kutungare Primary Health Center,Functional,Primary,State Primary HealthCare Development Agency,KD0401,eHA_Polio,Afaka,19004,Igabi,KD,Kaduna, , , , , , 
1375,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-54fa,Point,7.711731,10.60193,geometry_type,10.60193,7.711731,Unknown,2018-09-25T14:10:26Z,Unknown,Primary Health Clinic,aac7eae2-5378-4c8f-a0fd-d22c2f38e79d,Liggyara Health Clinic,Unknown,Primary,State Ministry Of Health,KD0404,eHA_Polio,Gwaraji,19004,Igabi,KD,Kaduna, , , , , , 
1376,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-54db,Point,7.60204,11.00002,geometry_type,11.00002,7.60204,Unknown,2018-09-25T14:08:12Z,Unknown,Health Post,d7eda8dc-4dfe-4a2f-b8ae-b0742cb76c39,Unguwan Samaju Dispensary,Unknown,Primary,State Primary HealthCare Development Agency,KD0406,eHA_Polio,Kerawa,19004,Igabi,KD,Kaduna, , , , , , 
1377,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-54aa,Point,7.50862,10.77039,geometry_type,10.77039,7.50862,Unknown,2018-09-25T14:08:11Z,Unknown,Primary Health Clinic,808c7a01-b41e-4f05-b2ff-96a141bd6dd3,Kwarau Gari Primary Health Care,Unknown,Primary,State Primary HealthCare Development Agency,KD0407,eHA_Polio,Kwarau,19004,Igabi,KD,Kaduna, , , , , , 
1378,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-5494,Point,7.499512,10.7699,geometry_type,10.7699,7.499512,Yes,2018-09-25T14:09:45Z,Unknown,Primary Health Clinic,c1559fa9-072c-4c9b-932e-a37d79b21e94,Kwarau Gari Health Clinic,Functional,Primary,State Ministry Of Health,KD0407,eHA_Polio,Kwarau,19004,Igabi,KD,Kaduna, , , , , , 
1379,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-5491,Point,7.5786,10.5786,geometry_type,10.5786,7.5786,Unknown,2018-09-25T14:08:11Z,Unknown,Primary Health Clinic,9c27ad18-a3bf-410f-8be5-dc097efdb5a3,Dunki Primary Health Care,Unknown,Primary,State Primary HealthCare Development Agency,KD0408,eHA_Polio,Rigachikun,19004,Igabi,KD,Kaduna, , , , , , 
1380,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-53a4,Point,8.25652,11.21991,geometry_type,11.21991,8.25652,Yes,2018-09-25T14:08:12Z,Unknown,Primary Health Clinic,3024e6b6-7cfa-4ac6-9c98-d040450b999e,Auchanawa Health Care,Functional,Primary,State Primary HealthCare Development Agency,KD0502,eHA_Polio,Ikara,19005,Ikara,KD,Kaduna, , , , , , 
1381,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-538c,Point,8.29186,11.12612,geometry_type,11.12612,8.29186,Unknown,2018-09-25T14:08:12Z,Unknown,Primary Health Clinic,3fd2c7d6-bbfb-4674-bced-69a1771cef90,Bakula Health Care,Unknown,Primary,State Primary HealthCare Development Agency,KD0503,eHA_Polio,Jampalan,19005,Ikara,KD,Kaduna, , , , , , 
1382,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-5368,Point,8.06533,11.18701,geometry_type,11.18701,8.06533,Unknown,2018-09-25T14:08:12Z,Unknown,Primary Health Clinic,608e5ace-2f32-49cf-bdc4-890f21289cc2,Yelwan Daji Health Care,Unknown,Primary,State Primary HealthCare Development Agency,KD0504,eHA_Polio,Kurmin Kogi,19005,Ikara,KD,Kaduna, , , , , , 
1383,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-52bc,Point,8.06533,11.30699,geometry_type,11.30699,8.06533,Unknown,2018-09-25T14:08:13Z,Unknown,Primary Health Clinic,95b6afc0-4473-40db-933c-f26e23477358,Paki Primary Health Care,Unknown,Primary,State Primary HealthCare Development Agency,KD0509,eHA_Polio,Saulawa,19005,Ikara,KD,Kaduna, , , , , , 
1384,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-52a5,Point,8.42304,11.17861,geometry_type,11.17861,8.42304,Yes,2018-09-25T14:08:12Z,Unknown,Primary Health Clinic,91fc66c4-59bc-4d8d-a5e0-9334460e685b,Kurmin Jau Health Care,Functional,Primary,State Primary HealthCare Development Agency,KD0510,eHA_Polio,Saya Saya,19005,Ikara,KD,Kaduna, , , , , , 
1385,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-527b,Point,8.09957,9.50335,geometry_type,9.50335,8.09957,Unknown,2018-09-25T14:08:08Z,Unknown,Primary Health Clinic,6b4d6699-b8c0-44bc-85fc-1548b39e4191,Tungan Nok Health Clinic,Unknown,Primary,State Primary HealthCare Development Agency,KD0601,eHA_Polio,Chori,19006,Jaba,KD,Kaduna, , , , , , 
1386,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-51fe,Point,7.95742,9.59516,geometry_type,9.59516,7.95742,Unknown,2018-09-25T14:09:33Z,Unknown,Health Post,bcb18afe-edb9-4863-81a7-df6ef4250e7b,Tudun Wada Kurmin Jatau Health Post,Unknown,Primary,State Primary HealthCare Development Agency,KD0605,eHA_Polio,Fai,19006,Jaba,KD,Kaduna, , , , , , 
1387,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-5006,Point,8.001709,9.539124,geometry_type,9.539124,8.001709,Yes,2018-09-25T14:10:12Z,Unknown,Primary Health Clinic,5e6cbf6c-c512-450e-8913-ee2f394e90c1,Ungwan Fari Health Clinic,Functional,Primary,State Ministry Of Health,KD0605,eHA_Polio,Fai,19006,Jaba,KD,Kaduna, , , , , , 
1388,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-4fe1,Point,8.01649,9.39591,geometry_type,9.39591,8.01649,Unknown,2018-09-25T14:08:08Z,Unknown,Primary Health Clinic,26cf7ef4-88ca-47ab-996b-03f03f59a817,Kaduna Health Clinic Anomo,Unknown,Primary,State Primary HealthCare Development Agency,KD0606,eHA_Polio,Nduya,19006,Jaba,KD,Kaduna, , , , , , 
1389,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-4fc3,Point,7.99887,9.55297,geometry_type,9.55297,7.99887,Yes,2018-09-25T14:08:08Z,Unknown,Primary Health Clinic,289c3099-1192-43eb-8266-b6f244d2f03f,Tungan Zeeh Health Clinic,Functional,Primary,State Primary HealthCare Development Agency,KD0607,eHA_Polio,Nok,19006,Jaba,KD,Kaduna, , , , , , 
1390,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-4f97,Point,8.01705,9.42047,geometry_type,9.42047,8.01705,Yes,2018-09-25T14:08:08Z,Unknown,Primary Health Clinic,c4dcb4b8-10a6-4350-99e5-e7d458fa51e3,Samban Daji Health Clinic,Functional,Primary,State Primary HealthCare Development Agency,KD0610,eHA_Polio,Samban,19006,Jaba,KD,Kaduna, , , , , , 
1391,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-4f82,Point,8.12621,9.42895,geometry_type,9.42895,8.12621,Yes,2018-09-25T14:08:08Z,Unknown,Primary Health Clinic,0ef17f6a-e260-45a7-9a0d-261e72100b12,Wazo Health Care,Functional,Primary,State Primary HealthCare Development Agency,KD0701,eHA_Polio,Asso,19007,Jema'A,KD,Kaduna, , , , , , 
1392,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-4f62,Point,8.052573,9.273536,geometry_type,9.273536,8.052573,Unknown,2018-09-25T14:10:38Z,Unknown,Primary Health Clinic,d2ecb40e-3462-4ae4-8aeb-a4ae96f1ea32,Angwan Ayaba Primary Health Care,Unknown,Primary,State Primary HealthCare Development Agency,KD0703,eHA_Polio,Barde,19007,Jema'A,KD,Kaduna, , , , , , 
1393,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-4f56,Point,8.086487,9.236084,geometry_type,9.236084,8.086487,Unknown,2018-09-25T14:24:44Z,Unknown,Primary Health Center,c2398ed3-41c9-4638-8be7-b8cc73ed4b96,Jangali Primary Health Center,Unknown,Primary,State Primary HealthCare Development Agency,KD0703,eHA_Polio,Barde,19007,Jema'A,KD,Kaduna, , , , , , 
1394,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-4e4f,Point,7.92005,9.85487,geometry_type,9.85487,7.92005,Unknown,2018-09-25T14:08:09Z,Unknown,Specialist Hospital,f64d61db-9211-4368-b1d1-91bb12b0d26b,Health Heart Clinic Foundation,Functional,Tertiary,NGO/Humanitarian,KD0802,eHA_Polio,Ankwa,19008,Kachia,KD,Kaduna, , , , , , 
1395,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-4e3a,Point,7.5849,9.706482,geometry_type,9.706482,7.5849,Unknown,2018-09-25T14:11:05Z,Unknown,Primary Health Clinic,62c687ea-e1ea-494b-b336-e9e130961f58,Kigwale Health Clinic,Unknown,Primary,State Ministry Of Health,KD0803,eHA_Polio,Awon,19008,Kachia,KD,Kaduna, , , , , , 
1396,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-4e31,Point,7.58185,9.70314,geometry_type,9.70314,7.58185,Yes,2018-09-25T14:08:09Z,Unknown,Primary Health Clinic,ddcfb76f-fad0-4f71-9ef5-ea5b60fc45b9,Kigwali Health Clinic,Functional,Primary,State Primary HealthCare Development Agency,KD0803,eHA_Polio,Awon,19008,Kachia,KD,Kaduna, , , , , , 
1397,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-4dfb,Point,7.312317,9.610291,geometry_type,9.610291,7.312317,Unknown,2018-09-25T14:24:53Z,Unknown,Primary Health Center,ea361741-7a05-41c2-b508-2154b16087cc,Ward Model Primary Health Center Center,Unknown,Primary,State Primary HealthCare Development Agency,KD0804,eHA_Polio,Bishini,19008,Kachia,KD,Kaduna, , , , , , 
1398,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-4df7,Point,7.239319,9.563904,geometry_type,9.563904,7.239319,Unknown,2018-09-25T14:24:53Z,Unknown,Primary Health Center,af70648a-8819-4a8e-9dff-a7dca6ec72f2,Yanke Primary Health Center,Unknown,Primary,State Primary HealthCare Development Agency,KD0804,eHA_Polio,Bishini,19008,Kachia,KD,Kaduna, , , , , , 
1399,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-4df3,Point,7.260071,9.579285,geometry_type,9.579285,7.260071,Unknown,2018-09-25T14:10:39Z,Unknown,Primary Health Clinic,1d917b1c-d018-487f-9ee5-4d79e369fa4c,New Dakalo Primary Health Care,Unknown,Primary,State Primary HealthCare Development Agency,KD0804,eHA_Polio,Bishini,19008,Kachia,KD,Kaduna, , , , , , 
1400,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-4def,Point,7.294128,9.594482,geometry_type,9.594482,7.294128,Unknown,2018-09-25T14:24:53Z,Unknown,Primary Health Center,7ae7c106-92ac-4bc3-9210-3e13fa00db69,Beji Primary Health Center,Unknown,Primary,State Primary HealthCare Development Agency,KD0804,eHA_Polio,Bishini,19008,Kachia,KD,Kaduna, , , , , , 
1401,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-4de6,Point,7.344299,9.614319,geometry_type,9.614319,7.344299,Yes,2018-09-25T14:09:46Z,Unknown,Primary Health Clinic,c3629714-084b-4d1d-827d-b1f70a473762,Iddoh Health Clinic,Functional,Primary,State Ministry Of Health,KD0804,eHA_Polio,Bishini,19008,Kachia,KD,Kaduna, , , , , , 
1402,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-4db9,Point,8.014282,9.733276,geometry_type,9.733276,8.014282,Yes,2018-09-25T14:10:21Z,Unknown,Primary Health Clinic,c9d31848-fb01-4887-a66a-271dd48ea117,Kufai Gidan Tagwai Health Clinic,Functional,Primary,State Ministry Of Health,KD0806,eHA_Polio,Gidan Tagwai,19008,Kachia,KD,Kaduna, , , , , , 
1403,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-4da2,Point,7.96623,9.78076,geometry_type,9.78076,7.96623,Unknown,2018-09-25T14:08:08Z,Unknown,Primary Health Center,13c64b2c-6c18-4389-b801-10061408f876,Bitaro Primary Health Center,Unknown,Primary,State Primary HealthCare Development Agency,KD0807,eHA_Polio,Gumel,19008,Kachia,KD,Kaduna, , , , , , 
1404,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-4d4d,Point,7.9458,9.69789,geometry_type,9.69789,7.9458,Unknown,2018-09-25T14:08:09Z,Unknown,Primary Health Clinic,0cc67717-3576-4068-8a67-9b36525ca2f5,Tulsi Health Clinic Walijo,Unknown,Primary,State Primary HealthCare Development Agency,KD0811,eHA_Polio,Kwaturu,19008,Kachia,KD,Kaduna, , , , , , 
1405,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-4930,Point,7.91696,9.61293,geometry_type,9.61293,7.91696,Yes,2018-09-25T14:08:08Z,Unknown,Health Post,d56b4ae3-41b4-4ffc-9bcf-c8189376e426,Gyani Health Post,Unknown,Primary,State Primary HealthCare Development Agency,KD1101,eHA_Polio,Aribi,19011,Kagarko,KD,Kaduna, , , , , , 
1406,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-492d,Point,7.89489,9.62812,geometry_type,9.62812,7.89489,Yes,2018-09-25T14:08:09Z,Unknown,Primary Health Clinic,46cfdf66-afeb-4387-8929-c75bd1e0ef36,Model Primary Health Cre Center,Unknown,Primary,State Primary HealthCare Development Agency,KD1101,eHA_Polio,Aribi,19011,Kagarko,KD,Kaduna, , , , , , 
1407,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-4929,Point,7.79102,9.5886,geometry_type,9.5886,7.79102,Unknown,2018-09-25T14:08:09Z,Unknown,Primary Health Clinic,a5c637a3-8148-4a1e-aa6a-b851de4fa8ad,Kukyer Health Clinic,Unknown,Primary,State Primary HealthCare Development Agency,KD1101,eHA_Polio,Aribi,19011,Kagarko,KD,Kaduna, , , , , , 
1408,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-491f,Point,7.814697,9.600281,geometry_type,9.600281,7.814697,Yes,2018-09-25T14:10:11Z,Unknown,Primary Health Center,2fa54c5d-808f-4f8c-9e61-3ec7f57cd499,Kuratam Health Center,Functional,Primary,State Primary HealthCare Development Agency,KD1101,eHA_Polio,Aribi,19011,Kagarko,KD,Kaduna, , , , , , 
1409,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-491c,Point,7.85696,9.60382,geometry_type,9.60382,7.85696,Yes,2018-09-25T14:08:09Z,Unknown,Primary Health Clinic,43d88959-d4e1-4204-9d14-02a88d96285a,Kasaru Health Clinic,Functional,Primary,State Primary HealthCare Development Agency,KD1101,eHA_Polio,Aribi,19011,Kagarko,KD,Kaduna, , , , , , 
1410,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-490d,Point,7.26412,9.33435,geometry_type,9.33435,7.26412,Unknown,2018-09-25T14:47:06Z,Unknown,Unknown,66af914c-b5ec-41d0-bf6c-6ffc184a1d8f,Taifa Duku Zuma Clinic,Unknown,Primary,State Primary HealthCare Development Agency,KD1102,eHA_Polio,Iddah,19011,Kagarko,KD,Kaduna, , , , , , 
1411,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-48fc,Point,7.235901,9.3797,geometry_type,9.3797,7.235901,Unknown,2018-09-25T14:24:52Z,Unknown,Primary Health Center,f0010ffa-bfad-4da1-9dd5-96fd476790dc,Zabeidna Primary Health Center,Unknown,Primary,State Primary HealthCare Development Agency,KD1102,eHA_Polio,Iddah,19011,Kagarko,KD,Kaduna, , , , , , 
1412,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-48fb,Point,7.25958,9.33144,geometry_type,9.33144,7.25958,Yes,2018-09-25T14:09:33Z,Unknown,Primary Health Clinic,d4836ea1-2ee8-46a3-899c-9d377607f030,Taffa Health Clinic,Functional,Primary,State Primary HealthCare Development Agency,KD1102,eHA_Polio,Iddah,19011,Kagarko,KD,Kaduna, , , , , , 
1413,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-48f8,Point,7.231689,9.341309,geometry_type,9.341309,7.231689,Unknown,2018-09-25T14:24:53Z,Unknown,Primary Health Center,1ca9c09b-f108-4ddb-bee8-20ee08cf7a17,Sullu Primary Health Center,Unknown,Primary,State Primary HealthCare Development Agency,KD1102,eHA_Polio,Iddah,19011,Kagarko,KD,Kaduna, , , , , , 
1414,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-48f3,Point,7.36188,9.43326,geometry_type,9.43326,7.36188,Yes,2018-09-25T14:08:09Z,Unknown,Primary Health Clinic,7e27a835-98b6-40ef-ac9c-e6d518b8d640,Chakwama Health Clinic,Functional,Primary,State Primary HealthCare Development Agency,KD1102,eHA_Polio,Iddah,19011,Kagarko,KD,Kaduna, , , , , , 
1415,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-48ee,Point,7.249878,9.399475,geometry_type,9.399475,7.249878,Unknown,2018-09-25T14:33:37Z,Unknown,Primary Health Clinic,fd04d467-8d42-457c-9067-778fbe71222a,Shauh Primary Health Care,Unknown,Primary,State Primary HealthCare Development Agency,KD1102,eHA_Polio,Iddah,19011,Kagarko,KD,Kaduna, , , , , , 
1416,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-45cf,Point,7.56528,9.52219,geometry_type,9.52219,7.56528,Unknown,2018-09-25T14:08:09Z,Unknown,Primary Health Clinic,8d2f6136-f870-414b-aca4-02242bede153,Soban Ice Health Clinic,Unknown,Primary,State Primary HealthCare Development Agency,KD1106,eHA_Polio,Kagarko South,19011,Kagarko,KD,Kaduna, , , , , , 
1417,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-45bc,Point,7.58523,9.42287,geometry_type,9.42287,7.58523,Unknown,2018-09-25T14:24:43Z,Unknown,Primary Health Center,61430227-aef2-4d43-bd75-daea41999642,Kurmin Model Primary Health Center,Unknown,Primary,State Primary HealthCare Development Agency,KD1106,eHA_Polio,Kagarko South,19011,Kagarko,KD,Kaduna, , , , , , 
1418,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-459c,Point,7.90467,9.47144,geometry_type,9.47144,7.90467,Yes,2018-09-25T14:09:33Z,Unknown,Primary Health Clinic,8795b42c-f25d-48e2-8dcc-b278dffdd310,Kushamfa Health Clinic,Functional,Primary,State Primary HealthCare Development Agency,KD1107,eHA_Polio,Katugal,19011,Kagarko,KD,Kaduna, , , , , , 
1419,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-4591,Point,7.86638,9.41231,geometry_type,9.41231,7.86638,Yes,2018-09-25T14:08:09Z,Unknown,Primary Health Clinic,34218b50-ed09-497e-b6d4-d3007460acbe,Nkojo Health Clinic,Functional,Primary,State Primary HealthCare Development Agency,KD1107,eHA_Polio,Katugal,19011,Kagarko,KD,Kaduna, , , , , , 
1420,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-4584,Point,7.8131,9.43682,geometry_type,9.43682,7.8131,Unknown,2018-09-25T14:08:09Z,Unknown,Primary Health Clinic,f56752b4-3af9-4687-b54a-4f76a1c6516d,Kubacha Model Primary Health Care,Unknown,Primary,State Primary HealthCare Development Agency,KD1107,eHA_Polio,Katugal,19011,Kagarko,KD,Kaduna, , , , , , 
1421,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-4574,Point,7.794678,9.315674,geometry_type,9.315674,7.794678,Unknown,2018-09-25T14:11:02Z,Unknown,Primary Health Center,ffbb550f-3596-4f2d-8136-5eb0a59703e2,Kube Primary Health Center,Unknown,Primary,State Primary HealthCare Development Agency,KD1108,eHA_Polio,Kukuyi,19011,Kagarko,KD,Kaduna, , , , , , 
1422,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-456f,Point,7.737593,9.324406,geometry_type,9.324406,7.737593,Unknown,2018-09-25T14:24:44Z,Unknown,Primary Health Center,2b07853f-0c99-404f-b52b-c577952125a2,Pandan Gwari Primary Health Center,Unknown,Primary,State Primary HealthCare Development Agency,KD1108,eHA_Polio,Kukuyi,19011,Kagarko,KD,Kaduna, , , , , , 
1423,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-4568,Point,7.77771,9.327881,geometry_type,9.327881,7.77771,Unknown,2018-09-25T14:24:46Z,Unknown,Primary Health Center,738f7363-b350-4c39-9b13-47855f1c67ee,Shinkafa Primary Health Center,Unknown,Primary,State Primary HealthCare Development Agency,KD1108,eHA_Polio,Kukuyi,19011,Kagarko,KD,Kaduna, , , , , , 
1424,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-455e,Point,7.757076,9.318511,geometry_type,9.318511,7.757076,Unknown,2018-09-25T14:24:43Z,Unknown,Primary Health Center,c48e37cc-9eb7-4da2-9d4b-d48cae00399c,Gwalaji Primary Health Center,Unknown,Primary,State Primary HealthCare Development Agency,KD1108,eHA_Polio,Kukuyi,19011,Kagarko,KD,Kaduna, , , , , , 
1425,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-4552,Point,7.880023,9.310652,geometry_type,9.310652,7.880023,Unknown,2018-09-25T14:24:43Z,Unknown,Primary Health Center,78d92dc7-c288-4948-8640-05f29117ed8d,Ungwan Paiche Primary Health Center,Unknown,Primary,State Primary HealthCare Development Agency,KD1108,eHA_Polio,Kukuyi,19011,Kagarko,KD,Kaduna, , , , , , 
1426,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-454d,Point,7.863892,9.300293,geometry_type,9.300293,7.863892,Unknown,2018-09-25T14:24:47Z,Unknown,Primary Health Clinic,97f6212f-e09e-454e-b982-123a484b32f4,Kuka Primary Health Care,Unknown,Primary,State Primary HealthCare Development Agency,KD1108,eHA_Polio,Kukuyi,19011,Kagarko,KD,Kaduna, , , , , , 
1427,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-44da,Point,7.684,9.44814,geometry_type,9.44814,7.684,Yes,2018-09-25T14:08:09Z,Unknown,Primary Health Clinic,827ef737-2d56-456b-83dc-1683a505fe60,Rafin Kimba Health Clinic,Functional,Primary,State Primary HealthCare Development Agency,KD1110,eHA_Polio,Kushe,19011,Kagarko,KD,Kaduna, , , , , , 
1428,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-448f,Point,7.839905,10.33533,geometry_type,10.33533,7.839905,Yes,2018-09-25T14:09:45Z,Unknown,Primary Health Clinic,85b8bf5a-07e2-4d08-9296-f0545cee1398,Sabon Garin Afogo Health Clinic,Functional,Primary,State Ministry Of Health,KD1201,eHA_Polio,Afogo,19012,Kajuru,KD,Kaduna, , , , , , 
1429,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-4456,Point,7.90329,10.09565,geometry_type,10.09565,7.90329,Yes,2018-09-25T14:08:09Z,Unknown,Primary Health Center,651f5288-af4f-4f90-950a-341a7ead3c25,Idon Hanya Rural Hospital,Functional,Primary,State Ministry Of Health,KD1203,eHA_Polio,Idon,19012,Kajuru,KD,Kaduna, , , , , , 
1430,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-3fdf,Point,7.96619,10.4262,geometry_type,10.4262,7.96619,Unknown,2018-09-25T14:08:13Z,Unknown,Health Post,48289e0d-155e-4185-a02b-ecb9e159355b,Kwardum Dispensary,Unknown,Primary,State Primary HealthCare Development Agency,KD1205,eHA_Polio,Kallah,19012,Kajuru,KD,Kaduna, , , , , , 
1431,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-3fd2,Point,7.821106,10.48792,geometry_type,10.48792,7.821106,Yes,2018-09-25T14:09:46Z,Unknown,Primary Health Clinic,aa9b1160-67b3-42e6-9b80-f675e85234db,Gyefe Health Clinic,Functional,Primary,State Ministry Of Health,KD1205,eHA_Polio,Kallah,19012,Kajuru,KD,Kaduna, , , , , , 
1432,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-3fa3,Point,7.70911,10.25046,geometry_type,10.25046,7.70911,Unknown,2018-09-25T14:08:09Z,Unknown,Primary Health Clinic,c346fee7-3f6c-42c7-8c85-0efd8f61914d,Unguwan Aku Health Clinic,Unknown,Primary,State Primary HealthCare Development Agency,KD1207,eHA_Polio,Kufana,19012,Kajuru,KD,Kaduna, , , , , , 
1433,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-3f0e,Point,8.55068,9.7423,geometry_type,9.7423,8.55068,Unknown,2018-09-25T14:08:10Z,Unknown,Primary Health Center,686473f7-1b48-4e85-8431-04ea8a6b64ec,Chori Primary Health Center,Unknown,Primary,State Primary HealthCare Development Agency,KD1302,eHA_Polio,Bondong,19013,Kaura,KD,Kaduna, , , , , , 
